gd_discipline;gd_discipline_lib;discipline;discipline_lib;sect_disciplinaire;sect_disciplinaire_lib;serie_bac;serie_bac_lib;age_au_bac;age_au_bac_lib;sexe;sexe_lib;mention_bac;mention_bac_lib;cohorte_passage;effectif_neobacheliers_passage;passage_en_l2_1_an;redoublement_en_l1;passage_en_l2_2_ans;passage_en_l2_1_2_ans;reorientation_en_dut_1_an;reorientation_en_dut_2_ans;reorientation_en_dut;cohorte_reussite;effectif_neobacheliers_reussite;reussite_3_ans;reussite_4_ans;reussite_3_4_ans
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;6;BAC professionnel;R4;Non pris en compte;2;Femme;P;Passable deuxième groupe;2014;12.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2012;9.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;1;BAC L;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;151.0;36.0;65.0;32.0;68.0;0.0;0.0;0.0;2012;106.0;27.0;19.0;46.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;2;BAC ES;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;13.0;7.0;1.0;1.0;8.0;0.0;0.0;0.0;2012;6.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;3;BAC S;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;5.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2012;4.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;6;BAC professionnel;R4;Non pris en compte;1;Homme;C;Assez bien;2014;146.0;11.0;60.0;12.0;23.0;0.0;1.0;1.0;2012;120.0;9.0;9.0;18.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;1;BAC L;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;23.0;10.0;4.0;14.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;2;BAC ES;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;218.0;84.0;63.0;38.0;122.0;1.0;1.0;2.0;2012;189.0;54.0;24.0;78.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;61.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;2012;92.0;2.0;4.0;6.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;4.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;2012;5.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;4.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;2012;3.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;2;BAC ES;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;2;BAC ES;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;3;BAC S;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;3.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;6;BAC professionnel;R4;Non pris en compte;1;Homme;P;Passable deuxième groupe;2014;11.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2012;7.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;2;BAC ES;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;6.0;5.0;1.0;1.0;6.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;2;BAC ES;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;14.0;0.0;5.0;2.0;2.0;1.0;1.0;2.0;2012;10.0;0.0;1.0;1.0
STAPS;STAPS;10;STAPS;10;STAPS;2;BAC ES;R1;En retard d'un an;2;Femme;C;Assez bien;2014;27.0;15.0;8.0;4.0;19.0;0.0;0.0;0.0;2012;29.0;15.0;2.0;17.0
STAPS;STAPS;10;STAPS;10;STAPS;3;BAC S;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
STAPS;STAPS;10;STAPS;10;STAPS;3;BAC S;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;9.0;4.0;2.0;1.0;5.0;1.0;0.0;1.0;2012;17.0;5.0;2.0;7.0
STAPS;STAPS;10;STAPS;10;STAPS;4;BAC STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;10.0;3.0;3.0;1.0;4.0;0.0;0.0;0.0;2012;6.0;2.0;1.0;3.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;1;BAC L;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;22.0;8.0;5.0;2.0;10.0;0.0;0.0;0.0;2012;9.0;4.0;1.0;5.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;1;BAC L;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;18;Langues et littératures anciennes;1;BAC L;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;;;;;;;;;2012;6.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;1;BAC L;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;25.0;18.0;3.0;2.0;20.0;0.0;0.0;0.0;2012;14.0;9.0;1.0;10.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;2;BAC ES;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;7.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;2012;3.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;3;BAC S;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;23.0;9.0;10.0;6.0;15.0;0.0;0.0;0.0;2012;10.0;1.0;7.0;8.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;3;BAC S;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;7.0;3.0;2.0;1.0;4.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;3;BAC S;R1;En retard d'un an;2;Femme;B;Bien;2014;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;8.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0;2012;4.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;2;BAC ES;R1;En retard d'un an;2;Femme;B;Bien;2014;4.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;2012;12.0;7.0;2.0;9.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;7.0;1.0;2.0;1.0;2.0;0.0;0.0;0.0;2012;6.0;4.0;0.0;4.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;3;BAC S;R1;En retard d'un an;2;Femme;C;Assez bien;2014;8.0;6.0;1.0;0.0;6.0;0.0;0.0;0.0;2012;8.0;3.0;2.0;5.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;12.0;5.0;1.0;1.0;6.0;1.0;0.0;1.0;2012;4.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;4.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;7.0;1.0;1.0;2.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;1;BAC L;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;2.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;2012;4.0;2.0;1.0;3.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;11.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;2012;5.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;2;BAC ES;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;3.0;0.0;3.0;3.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;Q;Inconnue;2014;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;35;Sciences de l'information et la communication;3;BAC S;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;7.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;2012;8.0;3.0;1.0;4.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;35;Sciences de l'information et la communication;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;3.0;2.0;1.0;1.0;3.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;35;Sciences de l'information et la communication;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;35;Sciences de l'information et la communication;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;10.0;1.0;3.0;1.0;2.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;66;Pluridisciplinaire sciences humaines et sociales;1;BAC L;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;9.0;1.0;3.0;1.0;2.0;0.0;0.0;0.0;2012;30.0;3.0;7.0;10.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;66;Pluridisciplinaire sciences humaines et sociales;4;BAC STMG;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;66;Pluridisciplinaire sciences humaines et sociales;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;7.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2012;12.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;66;Pluridisciplinaire sciences humaines et sociales;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;12.0;4.0;3.0;1.0;5.0;1.0;0.0;1.0;2012;7.0;2.0;2.0;4.0
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;67;Pluridisciplinaire lettres, langues, sciences humaines;1;BAC L;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;7.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;2012;4.0;2.0;1.0;3.0
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;67;Pluridisciplinaire lettres, langues, sciences humaines;1;BAC L;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;27.0;14.0;8.0;6.0;20.0;0.0;0.0;0.0;2012;29.0;12.0;4.0;16.0
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;67;Pluridisciplinaire lettres, langues, sciences humaines;3;BAC S;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;24.0;16.0;2.0;2.0;18.0;1.0;1.0;2.0;2012;7.0;2.0;2.0;4.0
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;67;Pluridisciplinaire lettres, langues, sciences humaines;3;BAC S;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;67;Pluridisciplinaire lettres, langues, sciences humaines;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
SANTE;Santé;11;Médecine;7;Médecine;3;BAC S;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;3.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;2012;4.0;3.0;0.0;3.0
SANTE;Santé;11;Médecine;7;Médecine;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;09;Sciences de la vie, de la terre et de l'univers;5;Sciences de l'univers;3;BAC S;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;15.0;14.0;1.0;1.0;15.0;0.0;0.0;0.0;2012;56.0;33.0;7.0;40.0
SI;Sciences et sciences de l'ingénieur;09;Sciences de la vie, de la terre et de l'univers;5;Sciences de l'univers;3;BAC S;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;7.0;0.0;2.0;2.0
SI;Sciences et sciences de l'ingénieur;09;Sciences de la vie, de la terre et de l'univers;6;Sciences de la vie;2;BAC ES;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;5.0;1.0;2.0;2.0;3.0;0.0;0.0;0.0;2012;3.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;09;Sciences de la vie, de la terre et de l'univers;6;Sciences de la vie;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;147.0;2.0;54.0;10.0;12.0;2.0;0.0;2.0;2012;154.0;3.0;12.0;15.0
SI;Sciences et sciences de l'ingénieur;09;Sciences de la vie, de la terre et de l'univers;69;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;1;BAC L;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;;;;;;;;;2012;2.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;09;Sciences de la vie, de la terre et de l'univers;69;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;3;BAC S;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;117.0;69.0;31.0;19.0;88.0;4.0;0.0;4.0;2012;109.0;59.0;12.0;71.0
SI;Sciences et sciences de l'ingénieur;09;Sciences de la vie, de la terre et de l'univers;69;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;6.0;1.0;2.0;1.0;2.0;0.0;0.0;0.0;2012;13.0;6.0;1.0;7.0
SI;Sciences et sciences de l'ingénieur;09;Sciences de la vie, de la terre et de l'univers;69;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;1;BAC L;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;243.0;105.0;101.0;48.0;153.0;0.0;3.0;3.0;2012;198.0;52.0;46.0;98.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;1;BAC L;R1;En retard d'un an;1;Homme;C;Assez bien;2014;78.0;29.0;37.0;21.0;50.0;1.0;1.0;2.0;2012;62.0;16.0;11.0;27.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;2;BAC ES;R1;En retard d'un an;2;Femme;C;Assez bien;2014;282.0;135.0;105.0;66.0;201.0;2.0;2.0;4.0;2012;290.0;102.0;57.0;159.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;3;BAC S;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;782.0;587.0;126.0;107.0;694.0;14.0;5.0;19.0;2012;691.0;457.0;109.0;566.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;3;BAC S;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;99.0;23.0;48.0;21.0;44.0;2.0;1.0;3.0;2012;155.0;10.0;34.0;44.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;3;BAC S;R1;En retard d'un an;2;Femme;B;Bien;2014;15.0;12.0;0.0;0.0;12.0;0.0;0.0;0.0;2012;17.0;14.0;1.0;15.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;341.0;37.0;146.0;61.0;98.0;18.0;4.0;22.0;2012;178.0;12.0;28.0;40.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;4;BAC STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;27.0;9.0;10.0;7.0;16.0;0.0;0.0;0.0;2012;14.0;3.0;0.0;3.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;36;Sciences juridiques;4;BAC STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;190.0;13.0;78.0;37.0;50.0;5.0;3.0;8.0;2012;140.0;9.0;25.0;34.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;1;BAC L;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;11.0;7.0;2.0;1.0;8.0;0.0;1.0;1.0;2012;3.0;1.0;0.0;1.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;1;BAC L;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;1;BAC L;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;2;BAC ES;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;3.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;2012;4.0;1.0;2.0;3.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;3;BAC S;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;4.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;2012;4.0;2.0;1.0;3.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;3;BAC S;R1;En retard d'un an;2;Femme;A;Très bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;;;;;;;;;2012;1.0;0.0;1.0;1.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;37;Sciences politiques;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2012;;;;
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;1;BAC L;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;3.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;2012;63.0;45.0;7.0;52.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;1;BAC L;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;;;;;;;;;2012;11.0;3.0;2.0;5.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;3;BAC S;R1;En retard d'un an;2;Femme;B;Bien;2014;;;;;;;;;2012;3.0;2.0;0.0;2.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;3;BAC S;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;;;;;;;;;2012;3.0;0.0;1.0;1.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;10.0;1.0;2.0;3.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;4;BAC STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;2.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;2012;33.0;0.0;6.0;6.0
DSA;Droit, gestion, économie, AES;01;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;1;BAC L;R2;En retard de plus d'un an;2;Femme;Q;Inconnue;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;2;BAC ES;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;178.0;109.0;47.0;29.0;138.0;8.0;1.0;9.0;2012;201.0;73.0;47.0;120.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;3;BAC S;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;107.0;57.0;35.0;26.0;83.0;5.0;0.0;5.0;2012;129.0;40.0;29.0;69.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;4;BAC STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;7.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;9.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;2012;8.0;0.0;1.0;1.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;38;Sciences économiques;6;BAC professionnel;R4;Non pris en compte;1;Homme;C;Assez bien;2014;23.0;1.0;14.0;2.0;3.0;0.0;0.0;0.0;2012;25.0;2.0;1.0;3.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;1;BAC L;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;2.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;2012;1.0;0.0;1.0;1.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;2;BAC ES;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;6.0;3.0;2.0;1.0;4.0;0.0;0.0;0.0;2012;7.0;0.0;3.0;3.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;2;BAC ES;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;4.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
