gd_discipline;gd_discipline_lib;discipline;discipline_lib;sect_disciplinaire;sect_disciplinaire_lib;serie_bac;serie_bac_lib;age_au_bac;age_au_bac_lib;sexe;sexe_lib;mention_bac;mention_bac_lib;cohorte_passage;effectif_neobacheliers_passage;passage_en_l2_1_an;redoublement_en_l1;passage_en_l2_2_ans;passage_en_l2_1_2_ans;reorientation_en_dut_1_an;reorientation_en_dut_2_ans;reorientation_en_dut;cohorte_reussite;effectif_neobacheliers_reussite;reussite_3_ans;reussite_4_ans;reussite_3_4_ans
SI;Sciences et sciences de l'ingénieur;09;Sciences de la vie, de la terre et de l'univers;6;Sciences de la vie;4;BAC STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;6.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;09;Sciences de la vie, de la terre et de l'univers;6;Sciences de la vie;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;5.0;0.0;3.0;2.0;2.0;2.0;0.0;2.0;2012;3.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;16;Technologie et sciences industrielles;3;BAC S;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;14.0;4.0;5.0;1.0;5.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;16;Technologie et sciences industrielles;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;Q;Inconnue;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
SI;Sciences et sciences de l'ingénieur;09;Sciences de la vie, de la terre et de l'univers;69;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;4.0;1.0;1.0;1.0;2.0;1.0;0.0;1.0;2012;2.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;41;Formation générale aux métiers de l'ingénieur;3;BAC S;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;27.0;19.0;1.0;1.0;20.0;2.0;1.0;3.0;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;41;Formation générale aux métiers de l'ingénieur;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;42;Mathématique et informatique;3;BAC S;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;10.0;1.0;3.0;1.0;2.0;0.0;0.0;0.0;2012;32.0;1.0;5.0;6.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;42;Mathématique et informatique;6;BAC professionnel;R4;Non pris en compte;2;Femme;C;Assez bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;13.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2012;13.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;05;Langues;65;Pluridisciplinaire langues;1;BAC L;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;05;Langues;65;Pluridisciplinaire langues;2;BAC ES;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;3;BAC S;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;15.0;9.0;3.0;0.0;9.0;0.0;0.0;0.0;2012;8.0;0.0;4.0;4.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;3;BAC S;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;1;BAC L;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;213.0;82.0;89.0;43.0;125.0;3.0;0.0;3.0;2012;150.0;42.0;23.0;65.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;3;BAC S;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;2;BAC ES;R1;En retard d'un an;2;Femme;B;Bien;2014;;;;;;;;;2012;3.0;3.0;0.0;3.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2012;5.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;1;BAC L;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;1;BAC L;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;7.0;2.0;3.0;2.0;4.0;0.0;0.0;0.0;2012;2.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;2;BAC ES;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;3;BAC S;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;2.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;3;BAC S;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;6.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;31;Sciences religieuses;1;BAC L;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;31;Sciences religieuses;1;BAC L;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;1;BAC L;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;70.0;35.0;22.0;11.0;46.0;2.0;0.0;2.0;2012;43.0;18.0;7.0;25.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;1;BAC L;R1;En retard d'un an;1;Homme;B;Bien;2014;2.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;2012;3.0;2.0;0.0;2.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;2;BAC ES;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;604.0;442.0;62.0;44.0;486.0;6.0;4.0;10.0;2012;510.0;298.0;66.0;364.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;5.0;3.0;1.0;1.0;4.0;0.0;0.0;0.0;2012;5.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;14.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0;2012;12.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;2;BAC ES;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2012;5.0;1.0;1.0;2.0
LLSH;Lettres, langues et sciences humaines;05;Langues;65;Pluridisciplinaire langues;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;1;BAC L;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;19.0;2.0;9.0;1.0;3.0;0.0;0.0;0.0;2012;34.0;7.0;4.0;11.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;3;BAC S;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;7.0;1.0;3.0;2.0;3.0;0.0;0.0;0.0;2012;4.0;1.0;2.0;3.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;4;BAC STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;4.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;5.0;2.0;0.0;0.0;2.0;1.0;0.0;1.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;6;BAC professionnel;R4;Non pris en compte;1;Homme;B;Bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;2;BAC ES;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;7.0;5.0;2.0;2.0;7.0;0.0;0.0;0.0;2012;5.0;1.0;2.0;3.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;2;BAC ES;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;298.0;201.0;44.0;27.0;228.0;3.0;0.0;3.0;2012;253.0;161.0;29.0;190.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;2;BAC ES;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;2.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;1;BAC L;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;2.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;1;BAC L;R1;En retard d'un an;2;Femme;C;Assez bien;2014;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;8.0;7.0;1.0;8.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;1;BAC L;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;2;BAC ES;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;9.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;2012;10.0;6.0;1.0;7.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;6;BAC professionnel;R4;Non pris en compte;2;Femme;A;Très bien;2014;12.0;3.0;2.0;0.0;3.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;1;BAC L;R2;En retard de plus d'un an;2;Femme;A;Très bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;3;BAC S;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2012;6.0;1.0;1.0;2.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2012;5.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;6;BAC professionnel;R4;Non pris en compte;2;Femme;C;Assez bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;2;BAC ES;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;8.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;2012;3.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;3;BAC S;R1;En retard d'un an;2;Femme;C;Assez bien;2014;14.0;9.0;3.0;1.0;10.0;0.0;0.0;0.0;2012;4.0;1.0;2.0;3.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;4.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;15.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;6;BAC professionnel;R4;Non pris en compte;2;Femme;Q;Inconnue;2014;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;3.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;1;BAC L;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;1;BAC L;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;2;BAC ES;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;2.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;2;BAC ES;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;31.0;17.0;6.0;5.0;22.0;0.0;0.0;0.0;2012;5.0;2.0;2.0;4.0
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;2;BAC ES;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2012;2.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;86.0;41.0;25.0;12.0;53.0;1.0;0.0;1.0;2012;96.0;19.0;9.0;28.0
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;10.0;4.0;2.0;1.0;5.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;14.0;3.0;3.0;0.0;3.0;1.0;0.0;1.0;2012;2.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;22.0;0.0;7.0;1.0;1.0;0.0;0.0;0.0;2012;20.0;0.0;0.0;0.0
STAPS;STAPS;10;STAPS;10;STAPS;2;BAC ES;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;96.0;76.0;10.0;8.0;84.0;3.0;0.0;3.0;2012;60.0;43.0;4.0;47.0
STAPS;STAPS;10;STAPS;10;STAPS;3;BAC S;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;68.0;51.0;6.0;1.0;52.0;0.0;0.0;0.0;2012;19.0;10.0;1.0;11.0
STAPS;STAPS;10;STAPS;10;STAPS;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;4.0;2.0;1.0;1.0;3.0;1.0;0.0;1.0;2012;2.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;4;BAC STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;6.0;1.0;1.0;2.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;18;Langues et littératures anciennes;1;BAC L;R1;En retard d'un an;1;Homme;C;Assez bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;18;Langues et littératures anciennes;3;BAC S;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;18;Langues et littératures anciennes;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;4;BAC STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;2;BAC ES;R1;En retard d'un an;1;Homme;C;Assez bien;2014;23.0;11.0;4.0;2.0;13.0;1.0;0.0;1.0;2012;32.0;13.0;7.0;20.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;2;BAC ES;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;12.0;7.0;3.0;1.0;8.0;0.0;0.0;0.0;2012;16.0;2.0;2.0;4.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;3;BAC S;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;4.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;2012;8.0;4.0;0.0;4.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;3;BAC S;R1;En retard d'un an;2;Femme;B;Bien;2014;4.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;2012;2.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;3;BAC S;R2;En retard de plus d'un an;2;Femme;A;Très bien;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;3;BAC S;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;16.0;4.0;3.0;0.0;4.0;0.0;0.0;0.0;2012;21.0;2.0;1.0;3.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;6.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;2012;10.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;1;BAC L;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;2;BAC ES;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;34.0;7.0;14.0;3.0;10.0;0.0;0.0;0.0;2012;28.0;1.0;5.0;6.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;2;BAC ES;R1;En retard d'un an;2;Femme;C;Assez bien;2014;22.0;15.0;4.0;4.0;19.0;0.0;0.0;0.0;2012;23.0;12.0;2.0;14.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;44.0;16.0;10.0;4.0;20.0;1.0;0.0;1.0;2012;22.0;6.0;2.0;8.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;4;BAC STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;19.0;5.0;2.0;1.0;6.0;1.0;1.0;2.0;2012;5.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;4;BAC STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;5.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;4;BAC STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;24.0;1.0;9.0;0.0;1.0;0.0;0.0;0.0;2012;42.0;2.0;3.0;5.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;1;BAC L;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;6.0;6.0;0.0;0.0;6.0;0.0;0.0;0.0;2012;3.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;3;BAC S;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;66.0;51.0;6.0;4.0;55.0;0.0;1.0;1.0;2012;7.0;2.0;1.0;3.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;3;BAC S;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;9.0;7.0;0.0;0.0;7.0;0.0;0.0;0.0;2012;3.0;3.0;0.0;3.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;35;Sciences de l'information et la communication;1;BAC L;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;12.0;11.0;1.0;0.0;11.0;0.0;0.0;0.0;2012;8.0;5.0;1.0;6.0
